1,2021-10-28 01:26:51.053854, .op test,.op,---
2,2021-10-28 01:28:09.146862, do something,.op,---
3,2021-10-28 01:28:40.097693, разобраться с камерой на дефектовке,.wk,---
4,2021-10-28 01:54:21.915959, переписать image processing,.wk,---
5,2021-10-28 01:54:41.364388, тест с метками на портале,.wk,---
6,2021-10-28 01:56:02.464446, доработать сервис выемки для работы с маленькими присосками,.wk,---
7,2021-10-28 01:58:04.562721, доклеить фольгу на кухне,.op,---
8,2021-10-28 02:13:46.755704, вывести деньги с биржи,.op,---
